year,dist_name,actual_evapotranspiration,rice_area_1000_ha,rice_production_1000_tons,rice_yield_kg_per_ha,rice_irrigated_area_1000_ha,maximum_temperature,minimum_temperature,precipitation,nitrogen_kharif_consumption_tons,nitrogen_rabi_consumption_tons,phosphate_kharif_consumption_tons,phosphate_rabi_consumption_tons,potash_kharif_consumption_tons,potash_rabi_consumption_tons,total_kharif_consumption_tons,total_rabi_consumption_tons,water_deficit
2007,Perambular,87.51,38.12,95.43,2503.0,32.49,33.91,24.01,85.22,3824.0,5890.0,2463.0,2965.0,1642.0,1652.0,7929.0,10507.0,66.75
2007,Pudukkottai,86.33,88.67,159.55,1799.0,79.9,33.34,24.49,81.08,11957.0,17211.0,6218.0,4778.0,9800.0,6585.0,27975.0,28574.0,67.08
2007,Ramananthapuram,73.68,123.77,29.88,241.0,52.83,33.41,25.57,66.19,1091.0,4574.0,754.0,802.0,288.0,655.0,2133.0,6031.0,87.33
2007,Salem,81.71,21.71,72.08,3320.0,21.28,32.64,21.81,86.97,13768.0,20962.0,9232.0,9985.0,15199.0,11019.0,38199.0,41966.0,63.39
2007,Sivagangai,87.16,76.73,78.94,1029.0,58.61,33.56,24.79,79.73,2141.0,4029.0,1313.0,935.0,1238.0,1530.0,4692.0,6494.0,65.7
2007,Thanjavur,90.5,150.23,479.64,3193.0,150.23,32.85,24.25,86.33,13919.0,15638.0,6351.0,3067.0,9765.0,6122.0,30035.0,24827.0,58.07
2007,The Nilgiris,78.72,1.11,4.29,3865.0,0.01,24.08,14.64,155.19,2431.0,917.0,989.0,401.0,2247.0,1300.0,5667.0,2618.0,33.07
2007,Theni,83.88,14.4,61.66,4282.0,14.4,30.21,21.2,89.21,3250.0,5497.0,1976.0,1685.0,1517.0,1914.0,6743.0,9096.0,47.07
2007,Thirunelveli,68.72,83.71,323.94,3870.0,83.71,32.27,24.17,82.1,11152.0,13920.0,5184.0,3385.0,6310.0,8373.0,22646.0,25678.0,76.44
2007,Thiruvallur,94.05,78.71,286.01,3634.0,75.01,33.28,23.39,95.98,5378.0,11390.0,2446.0,2098.0,1069.0,2869.0,8893.0,16357.0,53.49
2007,Thiruvarur,93.48,151.63,311.31,2053.0,151.63,32.56,24.42,97.35,8494.0,8937.0,5220.0,2182.0,4909.0,3417.0,18623.0,14536.0,55.2
2007,Thoothukudi,50.53,18.06,64.74,3585.0,18.06,33.91,25.42,53.64,1945.0,9687.0,1146.0,890.0,1041.0,1793.0,4132.0,12370.0,109.45
2007,Tiruchirappalli,75.13,61.29,227.33,3709.0,60.74,33.69,23.63,74.53,22271.0,32515.0,13926.0,13481.0,19217.0,20437.0,55414.0,66433.0,76.91
2007,Tiruvannamalai,90.56,112.15,385.91,3441.0,112.01,32.91,22.71,96.27,9198.0,21197.0,4405.0,7614.0,5536.0,9492.0,19139.0,38303.0,53.9
2007,Vellore,82.52,44.33,148.37,3347.0,44.31,32.36,21.85,88.4,9108.0,19782.0,4455.0,7402.0,4265.0,7611.0,17828.0,34795.0,59.07
2007,Villupuram,93.29,145.4,480.33,3304.0,142.94,33.11,23.4,95.71,11863.0,21403.0,5475.0,5660.0,5554.0,8374.0,22892.0,35437.0,54.67
2007,Virudhunagar,74.16,28.21,93.09,3300.0,26.84,33.95,24.94,69.16,2237.0,5120.0,1674.0,1192.0,802.0,1986.0,4713.0,8298.0,79.36
2008,Ariyalur,87.64,24.57,75.63,3078.0,18.91,33.27,24.07,123.61,1808.0,3845.0,1033.0,772.0,1056.0,2062.0,3897.0,6679.0,65.09
2008,Coimbatore,80.32,2.57,4.8,1868.0,2.57,30.06,20.66,121.28,16451.0,15440.0,6221.0,7332.0,15933.0,13643.0,38605.0,36415.0,47.78
2008,Cuddalore,95.15,107.82,223.88,2076.0,107.82,32.97,23.94,135.15,11268.0,17056.0,3707.0,5620.0,5743.0,8760.0,20718.0,31436.0,55.26
2008,Dharmapuri,81.46,20.37,77.73,3816.0,20.22,32.04,21.04,94.51,3973.0,5089.0,1667.0,2883.0,2984.0,2404.0,8624.0,10376.0,58.14
2008,Dindigul,74.1,19.64,72.66,3700.0,19.64,31.0,21.28,92.93,6663.0,12433.0,3464.0,3782.0,5834.0,8237.0,15961.0,24452.0,66.73
2008,Erode,61.91,38.05,196.32,5160.0,38.0,31.53,21.08,72.4,22444.0,23028.0,9523.0,7095.0,13944.0,11542.0,45911.0,41665.0,75.21
2008,Kancheepuram,88.67,90.87,329.21,3623.0,89.76,33.14,23.67,124.98,6297.0,11239.0,4482.0,2475.0,11940.0,3965.0,22719.0,17679.0,60.2
2008,Kanyakumari,97.69,18.19,83.66,4599.0,18.19,29.96,22.96,134.87,1910.0,3154.0,1581.0,1725.0,2144.0,1763.0,5635.0,6642.0,34.6
2008,Karur,68.67,15.63,60.16,3849.0,15.63,34.11,23.81,79.45,3357.0,3980.0,1760.0,1406.0,2134.0,3522.0,7251.0,8908.0,86.54
2008,Krishnagiri,74.28,14.62,52.3,3577.0,14.62,30.99,19.9,85.36,1944.0,2537.0,1131.0,789.0,1107.0,1011.0,4182.0,4337.0,60.35
2008,Madurai,82.97,66.7,267.23,4006.0,66.7,33.34,23.73,104.04,11979.0,24839.0,4717.0,5816.0,6056.0,11446.0,22752.0,42101.0,66.65
2008,Nagapattinam,102.02,170.84,225.15,1318.0,157.4,32.48,24.46,157.87,9220.0,11032.0,3754.0,3920.0,3329.0,4041.0,16303.0,18993.0,50.18
2008,Namakkal,75.06,13.91,67.3,4838.0,13.86,32.99,22.32,88.37,3423.0,5277.0,2649.0,3272.0,2238.0,1896.0,8310.0,10445.0,72.27
2008,Perambular,83.75,12.4,38.16,3077.0,12.4,33.67,23.76,111.58,4264.0,4548.0,3533.0,1607.0,1771.0,2821.0,9568.0,8976.0,69.99
2008,Pudukkottai,83.33,96.39,179.77,1865.0,86.63,33.04,24.18,118.09,8568.0,13868.0,4239.0,4782.0,5053.0,6187.0,17860.0,24837.0,69.82
2008,Ramananthapuram,75.7,128.8,202.99,1576.0,54.57,33.27,25.42,99.15,2804.0,6834.0,1197.0,2325.0,388.0,1509.0,4389.0,10668.0,85.98
2008,Salem,81.47,29.93,120.38,4022.0,29.56,32.4,21.57,97.76,15626.0,24265.0,6636.0,10148.0,14474.0,14899.0,36736.0,49312.0,60.75
2008,Sivagangai,84.15,80.83,132.14,1635.0,66.06,33.26,24.49,118.58,3399.0,8003.0,1212.0,2462.0,958.0,2485.0,5569.0,12950.0,69.33
2008,Thanjavur,88.18,177.09,357.16,2017.0,177.09,32.7,24.09,129.02,17706.0,19650.0,6376.0,5954.0,8397.0,9531.0,32479.0,35135.0,61.52
2008,The Nilgiris,78.34,0.78,3.05,3910.0,0.0,24.04,14.6,159.89,2228.0,1469.0,1097.0,730.0,3163.0,1376.0,6488.0,3575.0,31.83
2008,Theni,89.55,15.58,80.29,5153.0,15.58,30.15,21.14,113.11,4823.0,6406.0,3032.0,3123.0,2458.0,3965.0,10313.0,13494.0,42.5
2008,Thirunelveli,82.27,91.32,374.21,4098.0,91.32,32.24,24.14,110.32,13393.0,22085.0,4749.0,8201.0,6666.0,10598.0,24808.0,40884.0,64.27
2008,Thiruvallur,81.85,82.24,315.86,3841.0,77.67,33.38,23.49,116.55,6267.0,13648.0,2141.0,10162.0,2088.0,5353.0,10496.0,29163.0,65.3
2008,Thiruvarur,98.63,178.04,206.61,1160.0,178.04,32.54,24.39,146.84,11752.0,10785.0,5759.0,4542.0,5594.0,4051.0,23105.0,19378.0,51.94
2008,Thoothukudi,59.41,22.4,108.16,4829.0,22.4,33.88,25.39,76.28,4480.0,5274.0,2920.0,2586.0,1847.0,2383.0,9247.0,10243.0,102.44
2008,Tiruchirappalli,76.4,72.53,262.38,3618.0,72.31,33.37,23.31,94.94,23053.0,29802.0,12746.0,10706.0,16691.0,20268.0,52490.0,60776.0,74.35
2008,Tiruppur,59.93,11.06,20.64,1866.0,11.06,32.14,22.22,71.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,83.78
2008,Tiruvannamalai,89.47,101.89,317.94,3120.0,101.66,32.9,22.7,110.72,12540.0,22826.0,4281.0,5798.0,7909.0,9963.0,24730.0,38587.0,53.34
2008,Vellore,82.83,47.42,171.87,3624.0,47.41,32.36,21.85,97.2,13465.0,22208.0,5019.0,6706.0,6385.0,7916.0,24869.0,36830.0,56.88
2008,Villupuram,87.99,146.64,451.14,3077.0,144.46,33.06,23.35,117.64,15099.0,24297.0,5644.0,5736.0,7689.0,15357.0,28432.0,45390.0,59.64
2008,Virudhunagar,81.47,32.5,104.59,3218.0,30.96,33.84,24.83,96.77,4079.0,7489.0,2748.0,3511.0,1353.0,3271.0,8180.0,14271.0,74.17
2009,Ariyalur,90.41,25.98,80.46,3097.0,20.69,33.85,24.65,92.71,2202.0,3961.0,981.0,1231.0,1106.0,2180.0,4289.0,7372.0,66.69
2009,Coimbatore,73.53,2.82,9.88,3504.0,2.82,30.46,21.06,105.68,17552.0,15864.0,9247.0,7262.0,13395.0,14878.0,40194.0,38004.0,60.22
2009,Cuddalore,88.69,111.52,322.96,2896.0,111.52,33.46,24.43,105.28,12204.0,18087.0,5076.0,5517.0,5849.0,10337.0,23129.0,33941.0,66.48
2009,Dharmapuri,76.3,20.31,79.68,3923.0,20.31,32.73,21.73,72.27,4532.0,4346.0,2888.0,2580.0,3603.0,3576.0,11023.0,10502.0,67.6
2009,Dindigul,69.89,16.65,78.85,4736.0,16.64,31.67,21.96,71.62,6227.0,9723.0,4177.0,2923.0,3794.0,6639.0,14198.0,19285.0,77.44
2009,Erode,55.07,38.11,156.42,4104.0,38.07,32.12,21.67,57.14,24187.0,24776.0,12198.0,8464.0,9868.0,13081.0,46253.0,46321.0,88.84
2009,Kancheepuram,81.5,91.02,331.43,3641.0,87.21,33.6,24.13,101.45,6081.0,15247.0,2460.0,4351.0,2006.0,6001.0,10547.0,25599.0,74.04
2009,Kanyakumari,87.32,17.31,76.24,4404.0,17.31,30.27,23.28,105.98,2601.0,3427.0,1417.0,1881.0,2587.0,2485.0,6605.0,7793.0,46.41
2009,Karur,62.58,15.01,64.09,4270.0,15.01,34.87,24.57,57.96,2150.0,3484.0,1092.0,1033.0,1241.0,2921.0,4483.0,7438.0,100.03
2009,Krishnagiri,65.99,16.49,64.98,3941.0,16.46,31.65,20.56,64.54,3272.0,3920.0,1667.0,1586.0,1046.0,1389.0,5985.0,6895.0,70.83
2009,Madurai,77.67,50.99,203.62,3993.0,50.99,34.03,24.42,75.78,11531.0,20865.0,5468.0,6833.0,5123.0,9835.0,22122.0,37533.0,79.36
2009,Nagapattinam,90.42,157.86,432.03,2737.0,144.53,32.78,24.76,123.73,8420.0,12387.0,3678.0,4320.0,2369.0,4978.0,14467.0,21685.0,65.73
2009,Namakkal,67.05,10.69,45.95,4298.0,10.68,33.73,23.06,65.02,3926.0,3234.0,3001.0,2090.0,2733.0,1553.0,9660.0,6877.0,86.1
2009,Perambular,85.27,12.09,42.37,3505.0,12.09,34.4,24.5,82.39,2659.0,4539.0,1724.0,1324.0,1458.0,2890.0,5841.0,8753.0,74.36
2009,Pudukkottai,88.63,95.3,188.45,1977.0,86.46,33.87,25.01,82.66,6211.0,12592.0,3067.0,3688.0,3236.0,5905.0,12514.0,22185.0,72.08
2009,Ramananthapuram,77.56,133.89,234.88,1754.0,54.65,33.87,26.03,75.09,1327.0,6360.0,826.0,1290.0,220.0,1373.0,2373.0,9023.0,91.3
2009,Salem,73.14,24.38,106.46,4367.0,24.09,33.13,22.29,73.57,15779.0,21398.0,9791.0,9399.0,10321.0,11805.0,35891.0,42602.0,74.99
2009,Sivagangai,92.41,77.33,138.1,1786.0,62.62,34.1,25.33,82.71,3004.0,7905.0,1987.0,2801.0,1077.0,2550.0,6068.0,13256.0,69.09
2009,Thanjavur,91.0,162.94,427.14,2621.0,162.94,33.3,24.69,93.94,15301.0,20220.0,6665.0,5817.0,6571.0,10271.0,28537.0,36308.0,64.07
2009,The Nilgiris,72.95,0.51,1.78,3490.0,0.04,24.36,14.92,150.89,3326.0,1480.0,811.0,383.0,2500.0,1793.0,6637.0,3656.0,41.28
2009,Theni,82.94,15.37,77.71,5056.0,15.37,30.67,21.66,87.2,5182.0,6006.0,3435.0,2671.0,3536.0,4471.0,12153.0,13148.0,54.01
2009,Thirunelveli,71.09,85.99,355.88,4139.0,85.99,32.64,24.55,85.48,12750.0,21424.0,5872.0,6699.0,5891.0,9923.0,24513.0,38046.0,79.97
2009,Thiruvallur,79.38,80.94,256.29,3166.0,77.46,33.84,23.95,96.42,9539.0,12343.0,5537.0,5469.0,1876.0,3362.0,16952.0,21174.0,73.93
2009,Thiruvarur,92.56,166.25,483.13,2906.0,166.25,32.94,24.8,111.02,10109.0,13390.0,6068.0,5137.0,2847.0,7477.0,19024.0,26004.0,62.84
2009,Thoothukudi,51.72,19.55,96.68,4945.0,19.55,34.31,25.81,62.43,2955.0,5069.0,1889.0,1494.0,1250.0,2590.0,6094.0,9153.0,115.15
2009,Tiruchirappalli,73.99,64.3,266.27,4141.0,63.74,34.21,24.15,68.12,17747.0,25955.0,12052.0,9276.0,9673.0,19923.0,39472.0,55154.0,83.71
2009,Tiruvannamalai,82.44,105.18,324.98,3090.0,104.97,33.52,23.31,84.05,11155.0,21732.0,6358.0,7142.0,3925.0,12356.0,21438.0,41230.0,67.7
2009,Vellore,74.94,39.77,135.83,3415.0,39.77,32.99,22.48,74.81,11200.0,20138.0,5477.0,6582.0,4540.0,8478.0,21217.0,35198.0,71.11
2009,Villupuram,84.54,148.45,467.83,3151.0,146.49,33.64,23.94,90.86,14596.0,28040.0,6204.0,8688.0,7199.0,14736.0,27999.0,51464.0,69.79
2009,Virudhunagar,74.27,26.62,64.72,2431.0,25.22,34.42,25.41,72.61,3324.0,5996.0,2805.0,1856.0,1029.0,2985.0,7158.0,10837.0,87.94
2010,Ariyalur,93.35,25.21,97.87,3882.0,21.68,33.82,24.62,111.6,2101.0,4918.0,1063.0,1400.0,994.0,1579.0,4158.0,7897.0,57.97
2010,Coimbatore,79.46,2.67,10.42,3903.0,2.67,30.43,21.03,120.87,15216.0,19292.0,8993.0,7665.0,14041.0,13429.0,38250.0,40386.0,51.63
2010,Cuddalore,97.5,115.82,301.51,2603.0,115.82,33.41,24.38,120.08,12999.0,19012.0,6727.0,6974.0,6631.0,6970.0,26357.0,32956.0,51.98
2010,Dharmapuri,74.03,22.86,93.21,4077.0,22.86,32.63,21.62,86.15,3694.0,5953.0,2819.0,3475.0,6176.0,4097.0,12689.0,13525.0,67.15
2010,Dindigul,71.49,18.35,98.05,5343.0,18.35,31.55,21.84,93.92,6129.0,11943.0,2936.0,4764.0,4250.0,7270.0,13315.0,23977.0,71.14
2010,Erode,61.9,36.66,154.54,4215.0,36.62,32.09,21.64,72.07,18867.0,23829.0,12099.0,7700.0,10330.0,10104.0,41296.0,41633.0,78.87
2010,Kancheepuram,100.82,95.74,378.63,3955.0,92.66,33.39,23.92,109.65,5709.0,15952.0,2554.0,5156.0,1964.0,5117.0,10227.0,26225.0,48.26
2010,Kanyakumari,93.12,16.99,80.39,4732.0,16.99,30.21,23.21,142.84,3962.0,3195.0,1598.0,1875.0,2414.0,1817.0,7974.0,6887.0,40.32
2010,Karur,65.1,14.81,56.99,3848.0,14.81,34.77,24.47,78.55,2053.0,3999.0,1109.0,1272.0,1784.0,2166.0,4946.0,7437.0,92.15
2010,Krishnagiri,68.04,16.34,70.13,4292.0,16.34,31.57,20.48,75.38,4410.0,4843.0,2895.0,2176.0,1471.0,1112.0,8776.0,8131.0,67.34
2010,Madurai,76.01,61.06,260.06,4259.0,61.06,33.9,24.29,100.65,10639.0,23260.0,4661.0,8356.0,3225.0,9486.0,18525.0,41102.0,75.52
2010,Nagapattinam,96.09,156.05,321.51,2060.0,143.55,32.82,24.8,140.22,8460.0,9287.0,3636.0,2710.0,3049.0,3731.0,15145.0,15728.0,54.74
2010,Namakkal,70.42,14.06,53.96,3838.0,13.94,33.65,22.98,83.3,2547.0,3968.0,2210.0,2906.0,2667.0,1053.0,7424.0,7927.0,78.76
2010,Perambular,84.87,14.25,54.71,3839.0,14.25,34.33,24.42,101.23,3646.0,4603.0,2041.0,1807.0,2044.0,1536.0,7731.0,7946.0,69.66
2010,Pudukkottai,86.07,92.9,208.87,2248.0,85.0,33.77,24.92,113.04,7108.0,15630.0,3551.0,4081.0,3542.0,5326.0,14201.0,25037.0,68.72
2010,Ramananthapuram,76.91,131.4,254.0,1933.0,55.16,33.83,25.98,96.54,1311.0,6387.0,1088.0,1964.0,313.0,1114.0,2712.0,9465.0,85.99
2010,Salem,75.8,33.3,147.78,4438.0,32.89,33.03,22.2,90.5,15362.0,23269.0,9506.0,12058.0,13865.0,13134.0,38733.0,48461.0,68.59
2010,Sivagangai,84.31,83.93,188.42,2245.0,67.53,33.99,25.22,113.49,2514.0,8119.0,1548.0,3120.0,794.0,2555.0,4856.0,13794.0,71.34
2010,Thanjavur,93.88,166.21,476.79,2869.0,166.21,33.27,24.66,114.93,16585.0,19020.0,6474.0,5294.0,7750.0,9415.0,30809.0,33729.0,55.26
2010,The Nilgiris,82.2,0.39,1.4,3590.0,0.01,24.38,14.94,151.92,2018.0,2375.0,398.0,419.0,1510.0,1601.0,3926.0,4395.0,30.57
2010,Theni,82.55,15.36,74.01,4818.0,15.36,30.55,21.53,112.03,4759.0,6664.0,2436.0,3015.0,3243.0,3554.0,10438.0,13233.0,51.29
2010,Thirunelveli,76.03,79.76,351.82,4411.0,79.76,32.56,24.47,114.38,13664.0,17916.0,5486.0,4110.0,4780.0,6698.0,23930.0,28724.0,71.37
2010,Thiruvallur,101.83,83.22,250.21,3007.0,79.18,33.54,23.65,109.93,10564.0,12463.0,11184.0,7281.0,2201.0,3340.0,23949.0,23084.0,45.6
2010,Thiruvarur,98.32,160.24,285.59,1782.0,160.24,32.96,24.82,129.49,8071.0,11232.0,5081.0,4181.0,2041.0,4315.0,15193.0,19728.0,50.91
2010,Thoothukudi,55.86,20.01,89.44,4470.0,20.01,34.25,25.76,78.43,3393.0,5136.0,2524.0,1518.0,1475.0,1912.0,7392.0,8566.0,106.21
2010,Tiruchirappalli,72.52,67.17,268.14,3992.0,66.25,34.11,24.04,91.86,16815.0,28742.0,9346.0,11587.0,11279.0,16014.0,37440.0,56343.0,80.47
2010,Tiruvannamalai,89.19,125.49,357.69,2850.0,125.31,33.3,23.09,96.66,11518.0,25722.0,5862.0,10561.0,4731.0,10805.0,22111.0,47088.0,54.79
2010,Vellore,82.26,43.22,152.83,3536.0,43.22,32.73,22.22,87.25,11685.0,22737.0,5139.0,6709.0,3853.0,7143.0,20677.0,36589.0,58.21
2010,Villupuram,92.5,149.93,512.01,3415.0,148.01,33.5,23.8,103.58,16199.0,32400.0,7426.0,10145.0,9444.0,14158.0,33069.0,56703.0,55.7
2010,Virudhunagar,76.3,30.57,94.52,3092.0,28.88,34.32,25.3,94.58,1750.0,7568.0,957.0,2287.0,634.0,3058.0,3341.0,12913.0,80.47
2011,Ariyalur,92.78,24.1,97.26,4036.0,22.04,33.67,24.47,91.09,3563.0,6171.0,1756.0,2245.0,433.0,1870.0,5752.0,10286.0,64.99
2011,Coimbatore,73.86,2.63,10.49,3989.0,2.63,30.05,20.65,92.65,15893.0,17995.0,9932.0,9650.0,7356.0,18116.0,33181.0,45761.0,56.39
2011,Cuddalore,97.19,120.98,248.24,2052.0,120.98,33.27,24.25,108.92,16684.0,18488.0,7183.0,8542.0,2442.0,8068.0,26309.0,35098.0,58.34
2011,Dharmapuri,81.12,27.07,128.23,4737.0,27.07,32.33,21.33,79.39,4944.0,6302.0,3945.0,3597.0,1475.0,3749.0,10364.0,13648.0,61.56
2011,Dindigul,70.42,19.16,103.38,5396.0,19.16,31.29,21.57,67.86,8397.0,14643.0,4332.0,5796.0,2578.0,6858.0,15307.0,27297.0,76.01
2011,Erode,56.99,33.72,144.36,4281.0,33.69,31.65,21.2,58.23,25326.0,24979.0,13013.0,11364.0,4707.0,12540.0,43046.0,48883.0,82.6
2011,Kancheepuram,104.33,90.42,395.41,4373.0,89.99,33.38,23.91,123.81,6161.0,13985.0,2858.0,5532.0,1172.0,4489.0,10191.0,24006.0,50.28
2011,Kanyakumari,88.78,16.62,90.11,5422.0,16.62,30.08,23.09,115.72,3960.0,4341.0,2361.0,2405.0,1233.0,2887.0,7554.0,9633.0,44.31
2011,Karur,65.17,17.09,65.74,3847.0,17.09,34.53,24.23,59.07,3062.0,4265.0,1252.0,1660.0,713.0,2457.0,5027.0,8382.0,96.29
2011,Krishnagiri,71.11,20.11,91.44,4547.0,20.11,31.19,20.1,73.08,4720.0,5354.0,3337.0,2586.0,617.0,1809.0,8674.0,9749.0,65.23
2011,Madurai,75.27,65.64,304.24,4635.0,65.64,33.68,24.08,70.66,9863.0,21727.0,6195.0,9649.0,3614.0,10627.0,19672.0,42003.0,82.5
2011,Nagapattinam,92.15,170.04,577.03,3393.0,157.06,32.6,24.57,120.74,10598.0,11677.0,4799.0,3611.0,1804.0,3547.0,17201.0,18835.0,63.98
2011,Namakkal,69.91,8.13,35.75,4397.0,8.13,33.39,22.73,68.19,3305.0,3912.0,2319.0,1615.0,1086.0,1000.0,6710.0,6527.0,81.88
2011,Perambular,88.5,13.1,58.48,4464.0,13.1,34.22,24.32,83.69,4088.0,5157.0,2833.0,1963.0,824.0,2190.0,7745.0,9310.0,71.45
2011,Pudukkottai,84.49,92.59,334.26,3610.0,86.34,33.62,24.76,75.19,8028.0,13638.0,3740.0,4763.0,1646.0,5445.0,13414.0,23846.0,75.97
2011,Ramananthapuram,74.13,128.96,438.24,3398.0,52.91,33.61,25.77,70.41,1342.0,7755.0,745.0,2306.0,119.0,1273.0,2206.0,11334.0,92.94
2011,Salem,78.26,27.75,125.33,4516.0,26.98,32.78,21.95,78.52,19257.0,25525.0,12565.0,16181.0,4846.0,16308.0,36668.0,58014.0,68.47
2011,Sivagangai,85.11,83.78,310.18,3702.0,70.75,33.81,25.04,72.99,2682.0,7760.0,1070.0,2122.0,352.0,1937.0,4104.0,11819.0,76.2
2011,Thanjavur,90.55,180.86,722.58,3995.0,180.86,33.09,24.48,88.32,19417.0,19935.0,8845.0,6594.0,3817.0,10556.0,32079.0,37085.0,64.45
2011,The Nilgiris,74.29,0.4,1.65,4125.0,0.01,23.93,14.5,137.1,2354.0,1487.0,1104.0,464.0,1294.0,1388.0,4752.0,3339.0,36.58
2011,Theni,83.59,14.74,79.13,5368.0,14.74,30.3,21.29,82.79,4982.0,6310.0,2427.0,2541.0,1498.0,3930.0,8907.0,12781.0,53.13
2011,Thirunelveli,73.37,17.68,85.77,4851.0,86.73,32.41,24.32,96.63,9041.0,19068.0,3590.0,7571.0,1400.0,6715.0,14031.0,33354.0,76.05
2011,Thiruvallur,102.43,79.22,313.04,3952.0,75.75,33.56,23.67,117.64,9337.0,10808.0,5928.0,5047.0,917.0,2879.0,16182.0,18734.0,48.96
2011,Thiruvarur,93.08,86.73,459.4,5297.0,186.31,32.75,24.6,106.1,10952.0,11346.0,4731.0,7815.0,1157.0,7038.0,16840.0,26199.0,62.14
2011,Thoothukudi,55.83,103.92,356.2,3428.0,17.68,34.07,25.57,69.42,3177.0,7097.0,2357.0,2700.0,476.0,6854.0,6010.0,16651.0,109.17
2011,Tiruchirappalli,74.83,63.94,302.48,4731.0,63.65,33.96,23.9,68.63,18952.0,28322.0,11273.0,14777.0,6170.0,21289.0,36395.0,64388.0,82.71
2011,Tiruvannamalai,96.36,63.94,302.48,4731.0,103.81,33.24,23.04,103.04,17088.0,23579.0,7833.0,11017.0,3602.0,8908.0,28523.0,43504.0,52.82
2011,Vellore,86.17,37.99,151.27,3982.0,37.99,32.64,22.14,92.09,15374.0,22127.0,6810.0,8231.0,2707.0,6756.0,24891.0,37114.0,58.49
2011,Villupuram,97.63,129.86,471.62,3632.0,127.73,33.42,23.72,102.9,26772.0,32648.0,10196.0,13911.0,4431.0,14911.0,41399.0,61470.0,56.31
2011,Virudhunagar,77.01,29.66,118.47,3994.0,28.65,34.11,25.1,72.0,2331.0,7236.0,1792.0,2252.0,602.0,3125.0,4725.0,12613.0,84.85
2012,Ariyalur,77.43,17.52,36.39,2077.0,13.57,33.86,24.66,71.51,3717.0,5125.0,1661.0,1117.0,258.0,961.0,5636.0,7203.0,84.4
2012,Coimbatore,61.98,2.16,7.89,3653.0,2.16,30.47,21.07,68.79,12480.0,11539.0,5836.0,3936.0,8332.0,6442.0,26648.0,21917.0,68.71
2012,Cuddalore,85.44,111.96,339.29,3030.0,111.96,33.46,24.43,83.12,13666.0,19218.0,5663.0,6977.0,2299.0,5183.0,21628.0,31378.0,73.29
2012,Dharmapuri,59.84,12.0,53.67,4473.0,11.82,32.82,21.82,59.91,4236.0,5266.0,2337.0,2227.0,2078.0,1776.0,8651.0,9269.0,85.95
2012,Dindigul,53.04,9.48,30.81,3250.0,9.48,31.68,21.96,53.37,7328.0,8299.0,3593.0,2970.0,1742.0,2822.0,12663.0,14091.0,94.34
2012,Erode,43.39,6.6,29.13,4414.0,6.57,32.16,21.71,44.2,17718.0,15210.0,7678.0,3569.0,5000.0,2956.0,30396.0,21735.0,98.53
2012,Kancheepuram,91.41,77.78,344.88,4434.0,77.08,33.57,24.1,88.2,6305.0,13636.0,2598.0,3653.0,1000.0,2629.0,9903.0,19918.0,65.71
2012,Kanyakumari,77.65,12.41,57.88,4664.0,12.41,30.29,23.29,81.03,2450.0,2587.0,997.0,1137.0,673.0,913.0,4120.0,4637.0,56.49
2012,Karur,45.79,10.91,44.07,4039.0,10.91,34.91,24.61,47.21,2789.0,3038.0,1173.0,999.0,442.0,1022.0,4404.0,5059.0,118.15
2012,Krishnagiri,54.09,17.75,72.19,4067.0,17.75,31.74,20.65,53.84,5096.0,5426.0,3429.0,2500.0,815.0,1666.0,9340.0,9592.0,83.93
2012,Madurai,58.72,18.02,65.0,3607.0,18.02,34.01,24.4,57.86,10304.0,9879.0,5123.0,4067.0,2033.0,3162.0,17460.0,17108.0,99.35
2012,Nagapattinam,83.38,142.21,201.55,1417.0,127.35,32.69,24.67,91.23,6402.0,10930.0,3630.0,1902.0,1370.0,2314.0,11402.0,15146.0,75.02
2012,Namakkal,51.27,5.55,20.25,3649.0,5.54,33.8,23.13,52.53,2211.0,3349.0,744.0,1522.0,429.0,682.0,3384.0,5553.0,103.41
2012,Perambular,67.68,7.3,20.89,2862.0,7.3,34.47,24.57,65.61,4141.0,4036.0,2393.0,962.0,905.0,949.0,7439.0,5947.0,96.36
2012,Pudukkottai,65.06,83.59,240.39,2876.0,76.7,33.82,24.96,63.02,7761.0,13888.0,2887.0,4446.0,546.0,2730.0,11194.0,21064.0,98.28
2012,Ramananthapuram,63.35,116.51,68.56,588.0,49.66,33.79,25.95,56.09,1889.0,5230.0,1223.0,1207.0,169.0,611.0,3281.0,7048.0,104.95
2012,Salem,59.18,12.93,52.95,4095.0,12.39,33.21,22.38,59.75,14261.0,17851.0,7760.0,9494.0,7091.0,6252.0,29112.0,33597.0,90.56
2012,Sivagangai,63.93,70.63,130.31,1845.0,55.91,34.02,25.25,62.36,3611.0,4270.0,1523.0,1430.0,654.0,796.0,5788.0,6496.0,99.41
2012,Thanjavur,76.04,146.96,431.12,2934.0,146.96,33.25,24.64,69.87,12212.0,17470.0,5574.0,4512.0,2347.0,4605.0,20133.0,26587.0,82.46
2012,The Nilgiris,67.86,0.29,1.15,3966.0,0.0,24.4,14.96,94.87,1836.0,1242.0,328.0,219.0,827.0,1404.0,2991.0,2865.0,44.69
2012,Theni,65.22,10.32,47.64,4616.0,10.32,30.68,21.66,61.85,4470.0,4879.0,1676.0,2113.0,1083.0,2116.0,7229.0,9108.0,71.55
