year,dist_name,nitrogen_kharif_consumption_tons,nitrogen_rabi_consumption_tons,phosphate_kharif_consumption_tons,phosphate_rabi_consumption_tons,potash_kharif_consumption_tons,potash_rabi_consumption_tons,total_kharif_consumption_tons,total_rabi_consumption_tons
2000,Tiruchirappalli,12725.0,19458.0,5221.0,8064.0,5566.0,9569.0,23512.0,37091.0
2000,Tiruvannamalai,8618.0,16576.0,3038.0,6366.0,2187.0,4604.0,13843.0,27546.0
2000,Vellore,10359.0,16543.0,3484.0,5430.0,3676.0,5170.0,17519.0,27143.0
2000,Villupuram,14753.0,21666.0,5084.0,10426.0,5125.0,8396.0,24962.0,40488.0
2000,Virudhunagar,3245.0,5209.0,1493.0,1196.0,833.0,1346.0,5571.0,7751.0
2001,Chennai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2001,Coimbatore,12148.0,14060.0,4847.0,5883.0,12740.0,11203.0,29735.0,31146.0
2001,Cuddalore,11285.0,16794.0,4170.0,5771.0,4045.0,5280.0,19500.0,27845.0
2001,Dharmapuri,4638.0,9392.0,3271.0,4582.0,3945.0,3592.0,11854.0,17566.0
2001,Dindigul,4063.0,7344.0,2183.0,3162.0,2116.0,2950.0,8362.0,13456.0
2001,Erode,14845.0,17929.0,6821.0,7123.0,6308.0,6266.0,27974.0,31318.0
2001,Kancheepuram,4962.0,15290.0,1675.0,6354.0,1341.0,5210.0,7978.0,26854.0
2001,Kanyakumari,2796.0,3690.0,1612.0,2310.0,1830.0,2374.0,6238.0,8374.0
2001,Karur,2548.0,2766.0,1069.0,1012.0,1233.0,1842.0,4850.0,5620.0
2001,Madurai,6053.0,12711.0,2979.0,4466.0,3296.0,6270.0,12328.0,23447.0
2001,Nagapattinam,7431.0,8264.0,2875.0,2799.0,2009.0,3573.0,12315.0,14636.0
2001,Namakkal,2740.0,5150.0,1515.0,2627.0,2758.0,2085.0,7013.0,9862.0
2001,Perambular,3079.0,5375.0,1836.0,2570.0,1914.0,2640.0,6829.0,10585.0
2001,Pudukkottai,5383.0,13401.0,1896.0,4260.0,1573.0,3896.0,8852.0,21557.0
2001,Ramananthapuram,1415.0,6307.0,619.0,1818.0,203.0,555.0,2237.0,8680.0
2001,Salem,8589.0,14429.0,3972.0,5730.0,7217.0,5443.0,19778.0,25602.0
2001,Sivagangai,2067.0,5295.0,582.0,1431.0,446.0,926.0,3095.0,7652.0
2001,Thanjavur,16428.0,21634.0,6181.0,7596.0,4161.0,7452.0,26770.0,36682.0
2001,The Nilgiris,4180.0,1849.0,883.0,858.0,3244.0,1770.0,8307.0,4477.0
2001,Theni,5827.0,6147.0,2489.0,2853.0,2464.0,2766.0,10780.0,11766.0
2001,Thirunelveli,7320.0,12425.0,3759.0,5106.0,4013.0,5616.0,15092.0,23147.0
2001,Thiruvallur,7912.0,13676.0,3035.0,5325.0,1875.0,3841.0,12822.0,22842.0
2001,Thiruvarur,11129.0,11649.0,4835.0,4084.0,2298.0,4239.0,18262.0,19972.0
2001,Thoothukudi,1180.0,2217.0,578.0,798.0,416.0,766.0,2174.0,3781.0
2001,Tiruchirappalli,11513.0,22287.0,4832.0,8548.0,9001.0,16208.0,25346.0,47043.0
2001,Tiruvannamalai,5920.0,17385.0,3213.0,7038.0,2394.0,6160.0,11527.0,30583.0
2001,Vellore,8616.0,18997.0,3127.0,7442.0,3465.0,9775.0,15208.0,36214.0
2001,Villupuram,11229.0,25367.0,5339.0,10318.0,5369.0,10884.0,21937.0,46569.0
2001,Virudhunagar,2176.0,5688.0,1257.0,1821.0,787.0,1857.0,4220.0,9366.0
2002,Chennai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2002,Coimbatore,8000.0,14256.0,3523.0,4469.0,8524.0,8906.0,20047.0,27631.0
2002,Cuddalore,9942.0,14088.0,2983.0,3871.0,3923.0,5033.0,16848.0,22992.0
2002,Dharmapuri,5126.0,5432.0,2450.0,1549.0,2301.0,1148.0,9877.0,8129.0
2002,Dindigul,2708.0,8108.0,1415.0,2778.0,1254.0,2426.0,5377.0,13312.0
2002,Erode,8426.0,15962.0,3754.0,6046.0,3356.0,3683.0,15536.0,25691.0
2002,Kancheepuram,5508.0,10736.0,1913.0,4224.0,1545.0,5475.0,8966.0,20435.0
2002,Kanyakumari,1995.0,3687.0,913.0,1878.0,1703.0,2151.0,4611.0,7716.0
2002,Karur,1506.0,3553.0,469.0,1261.0,817.0,1073.0,2792.0,5887.0
2002,Madurai,5552.0,11751.0,4525.0,3681.0,4273.0,7100.0,14350.0,22532.0
2002,Nagapattinam,5915.0,9537.0,2006.0,1951.0,1837.0,2792.0,9758.0,14280.0
2002,Namakkal,2443.0,3740.0,855.0,1665.0,1137.0,936.0,4435.0,6341.0
2002,Perambular,2964.0,4021.0,1233.0,1647.0,1049.0,1097.0,5246.0,6765.0
2002,Pudukkottai,5687.0,16321.0,1313.0,6556.0,1774.0,4382.0,8774.0,27259.0
2002,Ramananthapuram,1282.0,5616.0,877.0,1508.0,173.0,508.0,2332.0,7632.0
2002,Salem,6152.0,11386.0,2542.0,3159.0,6324.0,4669.0,15018.0,19214.0
2002,Sivagangai,1633.0,5287.0,662.0,1326.0,373.0,793.0,2668.0,7406.0
2002,Thanjavur,10677.0,19626.0,3605.0,4577.0,3417.0,5412.0,17699.0,29615.0
2002,The Nilgiris,2788.0,2503.0,1156.0,525.0,2434.0,1533.0,6378.0,4561.0
2002,Theni,3686.0,5325.0,2011.0,2110.0,2393.0,3465.0,8090.0,10900.0
2002,Thirunelveli,6190.0,16413.0,3314.0,5811.0,2191.0,5614.0,11695.0,27838.0
2002,Thiruvallur,9791.0,11381.0,2821.0,4717.0,1576.0,3175.0,14188.0,19273.0
2002,Thiruvarur,4188.0,12029.0,2107.0,3478.0,1505.0,2909.0,7800.0,18416.0
2002,Thoothukudi,901.0,2249.0,366.0,719.0,349.0,914.0,1616.0,3882.0
2002,Tiruchirappalli,8922.0,17873.0,3248.0,6500.0,6479.0,11386.0,18649.0,35759.0
2002,Tiruvannamalai,5347.0,9680.0,2380.0,3200.0,2173.0,2700.0,9900.0,15580.0
2002,Vellore,8400.0,11675.0,2799.0,3691.0,3280.0,3247.0,14479.0,18613.0
2002,Villupuram,8084.0,16316.0,3505.0,6287.0,4698.0,5476.0,16287.0,28079.0
2002,Virudhunagar,2427.0,5597.0,1202.0,1746.0,1154.0,1879.0,4783.0,9222.0
2003,Chennai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2003,Coimbatore,5846.0,13077.0,3683.0,3294.0,9960.0,8162.0,19489.0,24533.0
2003,Cuddalore,8069.0,13833.0,3168.0,4641.0,4407.0,4941.0,15644.0,23415.0
2003,Dharmapuri,3192.0,2970.0,1887.0,1470.0,1777.0,1431.0,6856.0,5871.0
2003,Dindigul,2066.0,8242.0,1442.0,3140.0,1973.0,2279.0,5481.0,13661.0
2003,Erode,5903.0,11598.0,4322.0,6632.0,4209.0,4053.0,14434.0,22283.0
2003,Kancheepuram,4389.0,11533.0,2102.0,4497.0,2384.0,5858.0,8875.0,21888.0
2003,Kanyakumari,1580.0,3193.0,1279.0,1484.0,1839.0,2382.0,4698.0,7059.0
2003,Karur,829.0,2227.0,347.0,933.0,589.0,842.0,1765.0,4002.0
2003,Krishnagiri,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2003,Madurai,3792.0,9500.0,2036.0,3743.0,3599.0,4080.0,9427.0,17323.0
2003,Nagapattinam,5222.0,9819.0,1825.0,2611.0,1683.0,2877.0,8730.0,15307.0
2003,Namakkal,795.0,2683.0,444.0,1347.0,688.0,720.0,1927.0,4750.0
2003,Perambular,2234.0,4463.0,1707.0,1882.0,1215.0,951.0,5156.0,7296.0
2003,Pudukkottai,5470.0,15467.0,3402.0,7663.0,3755.0,4865.0,12627.0,27995.0
2003,Ramananthapuram,1008.0,5071.0,641.0,1748.0,359.0,431.0,2008.0,7250.0
2003,Salem,6810.0,10919.0,3234.0,5128.0,7092.0,8206.0,17136.0,24253.0
2003,Sivagangai,1430.0,3510.0,528.0,830.0,525.0,511.0,2483.0,4851.0
2003,Thanjavur,7597.0,18862.0,2033.0,4946.0,3100.0,5284.0,12730.0,29092.0
2003,The Nilgiris,2832.0,1852.0,890.0,560.0,2267.0,1563.0,5989.0,3975.0
2003,Theni,3226.0,7060.0,1695.0,3182.0,2517.0,3047.0,7438.0,13289.0
2003,Thirunelveli,4184.0,13263.0,2824.0,4470.0,2537.0,4783.0,9545.0,22516.0
2003,Thiruvallur,5448.0,9562.0,2906.0,3819.0,1963.0,2441.0,10317.0,15822.0
2003,Thiruvarur,3980.0,11409.0,1463.0,3177.0,927.0,2487.0,6370.0,17073.0
2003,Thoothukudi,497.0,4193.0,348.0,1263.0,416.0,1138.0,1261.0,6594.0
2003,Tiruchirappalli,7645.0,18441.0,2532.0,8220.0,6296.0,9993.0,16473.0,36654.0
2003,Tiruvannamalai,4890.0,12072.0,2700.0,4344.0,2291.0,3052.0,9881.0,19468.0
2003,Vellore,7328.0,13058.0,2969.0,5046.0,3711.0,3267.0,14008.0,21371.0
2003,Villupuram,9458.0,19645.0,4249.0,9955.0,4542.0,6995.0,18249.0,36595.0
2003,Virudhunagar,1256.0,4052.0,752.0,1134.0,752.0,1969.0,2760.0,7155.0
2004,Chennai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2004,Coimbatore,7777.0,15983.0,3001.0,3940.0,8869.0,12931.0,19647.0,32854.0
2004,Cuddalore,8648.0,17136.0,4379.0,5461.0,5284.0,7476.0,18311.0,30073.0
2004,Dharmapuri,1901.0,3585.0,1303.0,1606.0,1494.0,2070.0,4698.0,7261.0
2004,Dindigul,5065.0,9945.0,2641.0,3519.0,2391.0,3325.0,10097.0,16789.0
2004,Erode,7736.0,14390.0,6753.0,8021.0,4385.0,6280.0,18874.0,28691.0
2004,Kancheepuram,7117.0,14218.0,4051.0,5207.0,6383.0,9218.0,17551.0,28643.0
2004,Kanyakumari,2054.0,3762.0,1312.0,1744.0,2524.0,3542.0,5890.0,9048.0
2004,Karur,1336.0,2657.0,764.0,1020.0,916.0,1328.0,3016.0,5005.0
2004,Krishnagiri,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2004,Madurai,5860.0,11489.0,3157.0,4321.0,4413.0,6326.0,13430.0,22136.0
2004,Nagapattinam,5979.0,12253.0,2590.0,3124.0,3126.0,4516.0,11695.0,19893.0
2004,Namakkal,1718.0,3080.0,1065.0,1432.0,709.0,887.0,3492.0,5399.0
2004,Perambular,2848.0,5373.0,1706.0,2153.0,968.0,1278.0,5522.0,8804.0
2004,Pudukkottai,9838.0,18936.0,7173.0,9042.0,5291.0,7664.0,22302.0,35642.0
2004,Ramananthapuram,3150.0,6238.0,1603.0,2056.0,439.0,577.0,5192.0,8871.0
2004,Salem,6980.0,13280.0,4807.0,6074.0,8875.0,12711.0,20662.0,32065.0
2004,Sivagangai,2105.0,4370.0,786.0,980.0,552.0,789.0,3443.0,6139.0
2004,Thanjavur,11241.0,23104.0,4123.0,5742.0,5768.0,8300.0,21132.0,37146.0
2004,The Nilgiris,1114.0,2177.0,498.0,623.0,1700.0,2460.0,3312.0,5260.0
2004,Theni,4400.0,8458.0,2710.0,3643.0,3257.0,4654.0,10367.0,16755.0
2004,Thirunelveli,8228.0,16379.0,4383.0,5248.0,5159.0,7368.0,17770.0,28995.0
2004,Thiruvallur,6021.0,11550.0,3147.0,4307.0,2533.0,3491.0,11701.0,19348.0
2004,Thiruvarur,6921.0,14190.0,3045.0,3771.0,2696.0,3884.0,12662.0,21845.0
2004,Thoothukudi,2524.0,5033.0,1038.0,1428.0,1221.0,1740.0,4783.0,8201.0
2004,Tiruchirappalli,11718.0,22480.0,7927.0,9880.0,10831.0,15567.0,30476.0,47927.0
2004,Tiruvannamalai,7553.0,14827.0,4165.0,5151.0,3278.0,4571.0,14996.0,24549.0
2004,Vellore,7966.0,15783.0,4305.0,5628.0,3486.0,4904.0,15757.0,26315.0
2004,Villupuram,12699.0,24079.0,9452.0,11885.0,7597.0,10808.0,29748.0,46772.0
2004,Virudhunagar,2489.0,4988.0,1102.0,1325.0,2125.0,3046.0,5716.0,9359.0
2005,Chennai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2005,Coimbatore,10999.0,16713.0,3734.0,4448.0,10021.0,14167.0,24754.0,35328.0
2005,Cuddalore,11634.0,18028.0,5261.0,6377.0,5762.0,8299.0,22657.0,32704.0
2005,Dharmapuri,2498.0,3843.0,1667.0,1930.0,1821.0,2263.0,5986.0,8036.0
2005,Dindigul,6932.0,10444.0,3560.0,3997.0,2658.0,3633.0,13150.0,18074.0
2005,Erode,9755.0,15702.0,7520.0,10154.0,4727.0,6936.0,22002.0,32792.0
2005,Kancheepuram,9700.0,14878.0,5099.0,6357.0,6826.0,10232.0,21625.0,31467.0
2005,Kanyakumari,2686.0,3939.0,1682.0,1859.0,2776.0,3858.0,7144.0,9656.0
2005,Karur,1873.0,2813.0,1058.0,1224.0,980.0,1464.0,3911.0,5501.0
2005,Krishnagiri,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2005,Madurai,7990.0,11952.0,4244.0,4917.0,4857.0,7016.0,17091.0,23885.0
2005,Nagapattinam,8259.0,13146.0,2961.0,3899.0,3356.0,4991.0,14576.0,22036.0
2005,Namakkal,2257.0,3193.0,1527.0,1551.0,840.0,933.0,4624.0,5677.0
2005,Perambular,3754.0,5604.0,2134.0,2493.0,1109.0,1361.0,6997.0,9458.0
2005,Pudukkottai,13009.0,20531.0,8689.0,11085.0,5674.0,8524.0,27372.0,40140.0
2005,Ramananthapuram,4265.0,6630.0,1982.0,2423.0,503.0,608.0,6750.0,9661.0
2005,Salem,9184.0,14274.0,5814.0,7284.0,9666.0,14162.0,24664.0,35720.0
2005,Sivagangai,2952.0,4616.0,941.0,1202.0,596.0,868.0,4489.0,6686.0
2005,Thanjavur,15864.0,24389.0,5608.0,6563.0,6162.0,9269.0,27634.0,40221.0
2005,The Nilgiris,1558.0,2266.0,635.0,711.0,1823.0,2720.0,4016.0,5697.0
2005,Theni,5938.0,8873.0,3608.0,4138.0,3554.0,5127.0,13100.0,18138.0
2005,Thirunelveli,11155.0,17588.0,5069.0,6573.0,5578.0,8147.0,21802.0,32308.0
2005,Thiruvallur,8042.0,11744.0,4331.0,4545.0,2847.0,3806.0,15220.0,20095.0
2005,Thiruvarur,9595.0,15245.0,3603.0,4704.0,2901.0,4343.0,16099.0,24292.0
2005,Thoothukudi,3527.0,5256.0,1432.0,1604.0,1327.0,1912.0,6286.0,8772.0
2005,Tiruchirappalli,15510.0,23897.0,9320.0,11931.0,11654.0,17278.0,36484.0,53106.0
2005,Tiruvannamalai,10153.0,15897.0,4926.0,6387.0,3559.0,5134.0,18638.0,27418.0
2005,Vellore,10982.0,16727.0,5722.0,6782.0,3816.0,5427.0,20520.0,28936.0
2005,Villupuram,16522.0,25786.0,11287.0,14676.0,8158.0,12173.0,35967.0,52635.0
2005,Virudhunagar,3408.0,5270.0,1286.0,1602.0,2296.0,3355.0,6990.0,10227.0
2006,Chennai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2006,Coimbatore,13188.0,14923.0,4460.0,7211.0,8222.0,13745.0,25870.0,35879.0
2006,Cuddalore,14439.0,13690.0,5779.0,5943.0,4763.0,5265.0,24981.0,24898.0
2006,Dharmapuri,2925.0,2552.0,1722.0,1473.0,1217.0,2551.0,5864.0,6576.0
2006,Dindigul,8405.0,9411.0,3897.0,3586.0,2041.0,3650.0,14343.0,16647.0
2006,Erode,14021.0,22630.0,10556.0,11033.0,4042.0,14845.0,28619.0,48508.0
2006,Kancheepuram,11478.0,11477.0,5853.0,5900.0,6034.0,3420.0,23365.0,20797.0
2006,Kanyakumari,3150.0,2415.0,1470.0,1361.0,2086.0,1822.0,6706.0,5598.0
2006,Karur,2180.0,3283.0,1002.0,1419.0,826.0,1606.0,4008.0,6308.0
2006,Krishnagiri,5958.0,2210.0,2530.0,1251.0,3277.0,481.0,11765.0,3942.0
2006,Madurai,9543.0,14277.0,4790.0,5626.0,3986.0,6628.0,18319.0,26531.0
2006,Nagapattinam,10487.0,4813.0,3701.0,1566.0,2779.0,2335.0,16967.0,8714.0
2006,Namakkal,2505.0,2563.0,1287.0,1226.0,429.0,960.0,4221.0,4749.0
2006,Perambular,4761.0,6264.0,2379.0,1998.0,769.0,2491.0,7909.0,10753.0
2006,Pudukkottai,16892.0,13948.0,10390.0,7892.0,4798.0,11045.0,32080.0,32885.0
2006,Ramananthapuram,5278.0,5269.0,2280.0,1588.0,281.0,827.0,7839.0,7684.0
2006,Salem,11312.0,20290.0,6787.0,10551.0,8116.0,12219.0,26215.0,43060.0
2006,Sivagangai,3721.0,6034.0,1175.0,1661.0,479.0,970.0,5375.0,8665.0
2006,Thanjavur,19776.0,14283.0,6420.0,2678.0,5625.0,9655.0,31821.0,26616.0
2006,The Nilgiris,1786.0,1414.0,679.0,861.0,1531.0,2753.0,3996.0,5028.0
2006,Theni,7354.0,4563.0,3822.0,2005.0,2868.0,1839.0,14044.0,8407.0
2006,Thirunelveli,13845.0,15476.0,6119.0,6218.0,4621.0,8259.0,24585.0,29953.0
2006,Thiruvallur,9701.0,10031.0,4552.0,3936.0,2240.0,2077.0,16493.0,16044.0
2006,Thiruvarur,12156.0,9202.0,4568.0,4215.0,2543.0,6007.0,19267.0,19424.0
2006,Thoothukudi,4232.0,6899.0,1504.0,2033.0,1048.0,2092.0,6784.0,11024.0
2006,Tiruchirappalli,19696.0,27324.0,11134.0,13943.0,10067.0,27900.0,40897.0,69167.0
2006,Tiruvannamalai,13135.0,16099.0,6415.0,6810.0,3357.0,5985.0,22907.0,28894.0
2006,Vellore,13836.0,16091.0,6539.0,6972.0,3243.0,6033.0,23618.0,29096.0
2006,Villupuram,21039.0,22052.0,14446.0,9245.0,7537.0,10655.0,43022.0,41952.0
2006,Virudhunagar,4114.0,5787.0,1471.0,1725.0,1865.0,1544.0,7450.0,9056.0
2007,Chennai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2007,Coimbatore,13345.0,16063.0,7468.0,5418.0,14984.0,10588.0,35797.0,32069.0
2007,Cuddalore,9429.0,13255.0,5337.0,4221.0,4971.0,5715.0,19737.0,23191.0
2007,Dharmapuri,2573.0,3213.0,1329.0,1104.0,2282.0,861.0,6184.0,5178.0
2007,Dindigul,4360.0,9052.0,2976.0,2069.0,2909.0,6187.0,10245.0,17308.0
2007,Erode,20549.0,22669.0,10626.0,6876.0,13739.0,12092.0,44914.0,41637.0
2007,Kancheepuram,5381.0,14672.0,2832.0,13200.0,2491.0,15359.0,10704.0,43231.0
2007,Kanyakumari,2060.0,1829.0,1405.0,636.0,2112.0,925.0,5577.0,3390.0
2007,Karur,1949.0,4617.0,1145.0,1812.0,1236.0,1889.0,4330.0,8318.0
2007,Krishnagiri,2129.0,1842.0,1307.0,639.0,458.0,439.0,3894.0,2920.0
2007,Madurai,8809.0,15943.0,4431.0,5451.0,4009.0,7996.0,17249.0,29390.0
2007,Nagapattinam,6300.0,5661.0,2602.0,1145.0,2172.0,3493.0,11074.0,10299.0
2007,Namakkal,2156.0,2789.0,1214.0,1130.0,1254.0,506.0,4624.0,4425.0
2007,Perambular,3824.0,5890.0,2463.0,2965.0,1642.0,1652.0,7929.0,10507.0
2007,Pudukkottai,11957.0,17211.0,6218.0,4778.0,9800.0,6585.0,27975.0,28574.0
2007,Ramananthapuram,1091.0,4574.0,754.0,802.0,288.0,655.0,2133.0,6031.0
2007,Salem,13768.0,20962.0,9232.0,9985.0,15199.0,11019.0,38199.0,41966.0
2007,Sivagangai,2141.0,4029.0,1313.0,935.0,1238.0,1530.0,4692.0,6494.0
2007,Thanjavur,13919.0,15638.0,6351.0,3067.0,9765.0,6122.0,30035.0,24827.0
2007,The Nilgiris,2431.0,917.0,989.0,401.0,2247.0,1300.0,5667.0,2618.0
2007,Theni,3250.0,5497.0,1976.0,1685.0,1517.0,1914.0,6743.0,9096.0
2007,Thirunelveli,11152.0,13920.0,5184.0,3385.0,6310.0,8373.0,22646.0,25678.0
2007,Thiruvallur,5378.0,11390.0,2446.0,2098.0,1069.0,2869.0,8893.0,16357.0
2007,Thiruvarur,8494.0,8937.0,5220.0,2182.0,4909.0,3417.0,18623.0,14536.0
2007,Thoothukudi,1945.0,9687.0,1146.0,890.0,1041.0,1793.0,4132.0,12370.0
2007,Tiruchirappalli,22271.0,32515.0,13926.0,13481.0,19217.0,20437.0,55414.0,66433.0
2007,Tiruvannamalai,9198.0,21197.0,4405.0,7614.0,5536.0,9492.0,19139.0,38303.0
2007,Vellore,9108.0,19782.0,4455.0,7402.0,4265.0,7611.0,17828.0,34795.0
2007,Villupuram,11863.0,21403.0,5475.0,5660.0,5554.0,8374.0,22892.0,35437.0
2007,Virudhunagar,2237.0,5120.0,1674.0,1192.0,802.0,1986.0,4713.0,8298.0
2008,Ariyalur,1808.0,3845.0,1033.0,772.0,1056.0,2062.0,3897.0,6679.0
2008,Chennai,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2008,Coimbatore,16451.0,15440.0,6221.0,7332.0,15933.0,13643.0,38605.0,36415.0
2008,Cuddalore,11268.0,17056.0,3707.0,5620.0,5743.0,8760.0,20718.0,31436.0
2008,Dharmapuri,3973.0,5089.0,1667.0,2883.0,2984.0,2404.0,8624.0,10376.0
2008,Dindigul,6663.0,12433.0,3464.0,3782.0,5834.0,8237.0,15961.0,24452.0
2008,Erode,22444.0,23028.0,9523.0,7095.0,13944.0,11542.0,45911.0,41665.0
2008,Kancheepuram,6297.0,11239.0,4482.0,2475.0,11940.0,3965.0,22719.0,17679.0
2008,Kanyakumari,1910.0,3154.0,1581.0,1725.0,2144.0,1763.0,5635.0,6642.0
2008,Karur,3357.0,3980.0,1760.0,1406.0,2134.0,3522.0,7251.0,8908.0
2008,Krishnagiri,1944.0,2537.0,1131.0,789.0,1107.0,1011.0,4182.0,4337.0
2008,Madurai,11979.0,24839.0,4717.0,5816.0,6056.0,11446.0,22752.0,42101.0
2008,Nagapattinam,9220.0,11032.0,3754.0,3920.0,3329.0,4041.0,16303.0,18993.0
2008,Namakkal,3423.0,5277.0,2649.0,3272.0,2238.0,1896.0,8310.0,10445.0
2008,Perambular,4264.0,4548.0,3533.0,1607.0,1771.0,2821.0,9568.0,8976.0
2008,Pudukkottai,8568.0,13868.0,4239.0,4782.0,5053.0,6187.0,17860.0,24837.0
2008,Ramananthapuram,2804.0,6834.0,1197.0,2325.0,388.0,1509.0,4389.0,10668.0
2008,Salem,15626.0,24265.0,6636.0,10148.0,14474.0,14899.0,36736.0,49312.0
2008,Sivagangai,3399.0,8003.0,1212.0,2462.0,958.0,2485.0,5569.0,12950.0
2008,Thanjavur,17706.0,19650.0,6376.0,5954.0,8397.0,9531.0,32479.0,35135.0
2008,The Nilgiris,2228.0,1469.0,1097.0,730.0,3163.0,1376.0,6488.0,3575.0
2008,Theni,4823.0,6406.0,3032.0,3123.0,2458.0,3965.0,10313.0,13494.0
2008,Thirunelveli,13393.0,22085.0,4749.0,8201.0,6666.0,10598.0,24808.0,40884.0
2008,Thiruvallur,6267.0,13648.0,2141.0,10162.0,2088.0,5353.0,10496.0,29163.0
2008,Thiruvarur,11752.0,10785.0,5759.0,4542.0,5594.0,4051.0,23105.0,19378.0
2008,Thoothukudi,4480.0,5274.0,2920.0,2586.0,1847.0,2383.0,9247.0,10243.0
2008,Tiruchirappalli,23053.0,29802.0,12746.0,10706.0,16691.0,20268.0,52490.0,60776.0
2008,Tiruppur,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2008,Tiruvannamalai,12540.0,22826.0,4281.0,5798.0,7909.0,9963.0,24730.0,38587.0
2008,Vellore,13465.0,22208.0,5019.0,6706.0,6385.0,7916.0,24869.0,36830.0
2008,Villupuram,15099.0,24297.0,5644.0,5736.0,7689.0,15357.0,28432.0,45390.0
2008,Virudhunagar,4079.0,7489.0,2748.0,3511.0,1353.0,3271.0,8180.0,14271.0
2009,Ariyalur,2202.0,3961.0,981.0,1231.0,1106.0,2180.0,4289.0,7372.0
2009,Coimbatore,17552.0,15864.0,9247.0,7262.0,13395.0,14878.0,40194.0,38004.0
2009,Cuddalore,12204.0,18087.0,5076.0,5517.0,5849.0,10337.0,23129.0,33941.0
2009,Dharmapuri,4532.0,4346.0,2888.0,2580.0,3603.0,3576.0,11023.0,10502.0
2009,Dindigul,6227.0,9723.0,4177.0,2923.0,3794.0,6639.0,14198.0,19285.0
2009,Erode,24187.0,24776.0,12198.0,8464.0,9868.0,13081.0,46253.0,46321.0
2009,Kancheepuram,6081.0,15247.0,2460.0,4351.0,2006.0,6001.0,10547.0,25599.0
2009,Kanyakumari,2601.0,3427.0,1417.0,1881.0,2587.0,2485.0,6605.0,7793.0
2009,Karur,2150.0,3484.0,1092.0,1033.0,1241.0,2921.0,4483.0,7438.0
2009,Krishnagiri,3272.0,3920.0,1667.0,1586.0,1046.0,1389.0,5985.0,6895.0
2009,Madurai,11531.0,20865.0,5468.0,6833.0,5123.0,9835.0,22122.0,37533.0
2009,Nagapattinam,8420.0,12387.0,3678.0,4320.0,2369.0,4978.0,14467.0,21685.0
2009,Namakkal,3926.0,3234.0,3001.0,2090.0,2733.0,1553.0,9660.0,6877.0
2009,Perambular,2659.0,4539.0,1724.0,1324.0,1458.0,2890.0,5841.0,8753.0
2009,Pudukkottai,6211.0,12592.0,3067.0,3688.0,3236.0,5905.0,12514.0,22185.0
2009,Ramananthapuram,1327.0,6360.0,826.0,1290.0,220.0,1373.0,2373.0,9023.0
2009,Salem,15779.0,21398.0,9791.0,9399.0,10321.0,11805.0,35891.0,42602.0
2009,Sivagangai,3004.0,7905.0,1987.0,2801.0,1077.0,2550.0,6068.0,13256.0
2009,Thanjavur,15301.0,20220.0,6665.0,5817.0,6571.0,10271.0,28537.0,36308.0
2009,The Nilgiris,3326.0,1480.0,811.0,383.0,2500.0,1793.0,6637.0,3656.0
2009,Theni,5182.0,6006.0,3435.0,2671.0,3536.0,4471.0,12153.0,13148.0
2009,Thirunelveli,12750.0,21424.0,5872.0,6699.0,5891.0,9923.0,24513.0,38046.0
2009,Thiruvallur,9539.0,12343.0,5537.0,5469.0,1876.0,3362.0,16952.0,21174.0
2009,Thiruvarur,10109.0,13390.0,6068.0,5137.0,2847.0,7477.0,19024.0,26004.0
2009,Thoothukudi,2955.0,5069.0,1889.0,1494.0,1250.0,2590.0,6094.0,9153.0
2009,Tiruchirappalli,17747.0,25955.0,12052.0,9276.0,9673.0,19923.0,39472.0,55154.0
2009,Tiruvannamalai,11155.0,21732.0,6358.0,7142.0,3925.0,12356.0,21438.0,41230.0
2009,Vellore,11200.0,20138.0,5477.0,6582.0,4540.0,8478.0,21217.0,35198.0
2009,Villupuram,14596.0,28040.0,6204.0,8688.0,7199.0,14736.0,27999.0,51464.0
2009,Virudhunagar,3324.0,5996.0,2805.0,1856.0,1029.0,2985.0,7158.0,10837.0
2010,Ariyalur,2101.0,4918.0,1063.0,1400.0,994.0,1579.0,4158.0,7897.0
2010,Coimbatore,15216.0,19292.0,8993.0,7665.0,14041.0,13429.0,38250.0,40386.0
2010,Cuddalore,12999.0,19012.0,6727.0,6974.0,6631.0,6970.0,26357.0,32956.0
2010,Dharmapuri,3694.0,5953.0,2819.0,3475.0,6176.0,4097.0,12689.0,13525.0
2010,Dindigul,6129.0,11943.0,2936.0,4764.0,4250.0,7270.0,13315.0,23977.0
