year,dist_name,rice_area_1000_ha,rice_production_1000_tons,rice_yield_kg_per_ha
2011,Tiruvannamalai,63.94,302.48,4731.0
2011,Vellore,37.99,151.27,3982.0
2011,Villupuram,129.86,471.62,3632.0
2011,Virudhunagar,29.66,118.47,3994.0
2012,Ariyalur,17.52,36.39,2077.0
2012,Coimbatore,2.16,7.89,3653.0
2012,Cuddalore,111.96,339.29,3030.0
2012,Dharmapuri,12.0,53.67,4473.0
2012,Dindigul,9.48,30.81,3250.0
2012,Erode,6.6,29.13,4414.0
2012,Kancheepuram,77.78,344.88,4434.0
2012,Kanyakumari,12.41,57.88,4664.0
2012,Karur,10.91,44.07,4039.0
2012,Krishnagiri,17.75,72.19,4067.0
2012,Madurai,18.02,65.0,3607.0
2012,Nagapattinam,142.21,201.55,1417.0
2012,Namakkal,5.55,20.25,3649.0
2012,Perambular,7.3,20.89,2862.0
2012,Pudukkottai,83.59,240.39,2876.0
2012,Ramananthapuram,116.51,68.56,588.0
2012,Salem,12.93,52.95,4095.0
2012,Sivagangai,70.63,130.31,1845.0
2012,Thanjavur,146.96,431.12,2934.0
2012,The Nilgiris,0.29,1.15,3966.0
2012,Theni,10.32,47.64,4616.0
2012,Thirunelveli,45.4,182.67,4024.0
2012,Thiruvallur,78.34,300.46,3835.0
2012,Thiruvarur,158.9,192.84,1214.0
2012,Thoothukudi,6.23,24.38,3913.0
2012,Tiruchirappalli,45.24,138.08,3052.0
2012,Tiruppur,0.25,0.6,2400.0
2012,Tiruvannamalai,91.77,325.51,3547.0
2012,Vellore,35.71,152.8,4279.0
2012,Villupuram,115.59,396.53,3430.0
2012,Virudhunagar,22.97,40.47,1762.0
2013,Ariyalur,24.44,131.66,5387.0
2013,Coimbatore,2.16,10.14,4694.0
2013,Cuddalore,127.49,565.96,4439.0
2013,Dharmapuri,26.69,132.54,4966.0
2013,Dindigul,4.23,25.76,6090.0
2013,Erode,30.89,163.02,5277.0
2013,Kancheepuram,85.56,391.84,4580.0
2013,Kanyakumari,13.62,66.7,4897.0
2013,Karur,12.57,69.9,5561.0
2013,Krishnagiri,29.7,143.4,4828.0
2013,Madurai,35.27,163.97,4649.0
2013,Nagapattinam,154.75,605.33,3912.0
2013,Namakkal,9.18,50.98,5553.0
2013,Perambular,7.18,36.16,5036.0
2013,Pudukkottai,72.65,119.9,1650.0
2013,Ramananthapuram,114.98,33.93,295.0
2013,Salem,20.15,97.05,4816.0
2013,Sivagangai,65.45,46.08,704.0
2013,Thanjavur,167.29,831.48,4970.0
2013,The Nilgiris,0.33,1.42,4303.0
2013,Theni,12.5,50.81,4065.0
2013,Thirunelveli,62.28,362.99,5828.0
2013,Thiruvallur,95.83,451.52,4712.0
2013,Thiruvarur,174.37,820.54,4706.0
2013,Thoothukudi,11.73,55.45,4727.0
2013,Tiruchirappalli,48.05,226.63,4717.0
2013,Tiruppur,7.51,43.38,5776.0
2013,Tiruvannamalai,82.63,359.4,4350.0
2013,Vellore,39.37,192.5,4890.0
2013,Villupuram,170.44,796.61,4674.0
2013,Virudhunagar,16.47,68.15,4138.0
2014,Ariyalur,23.11,116.24,5030.0
2014,Coimbatore,2.17,9.97,4594.0
2014,Cuddalore,134.68,641.96,4767.0
2014,Dharmapuri,18.3,95.16,5200.0
2014,Dindigul,12.07,70.68,5856.0
2014,Erode,37.19,177.0,4759.0
2014,Kancheepuram,61.88,289.9,4685.0
2014,Kanyakumari,13.18,66.94,5079.0
2014,Karur,13.45,68.61,5101.0
2014,Krishnagiri,19.26,94.09,4885.0
2014,Madurai,47.72,197.5,4139.0
2014,Nagapattinam,159.5,579.96,3636.0
2014,Namakkal,10.42,53.33,5118.0
2014,Perambular,8.99,43.43,4831.0
2014,Pudukkottai,67.24,279.13,4151.0
2014,Ramananthapuram,116.87,423.16,3621.0
2014,Salem,19.34,102.75,5313.0
2014,Sivagangai,65.09,224.88,3455.0
2014,Thanjavur,177.76,696.19,3916.0
2014,The Nilgiris,0.03,0.15,5000.0
2014,Theni,13.84,71.9,5195.0
2014,Thirunelveli,84.82,433.22,5108.0
2014,Thiruvallur,96.35,426.2,4423.0
2014,Thiruvarur,192.62,852.93,4428.0
2014,Thoothukudi,16.28,84.11,5166.0
2014,Tiruchirappalli,51.27,240.2,4685.0
2014,Tiruppur,10.78,61.92,5744.0
2014,Tiruvannamalai,93.13,439.23,4716.0
2014,Vellore,36.58,194.73,5323.0
2014,Villupuram,171.48,832.59,4855.0
2014,Virudhunagar,19.61,81.41,4151.0
2015,Ariyalur,24.41,124.18,5087.0
2015,Coimbatore,2.03,7.94,3911.0
2015,Cuddalore,139.99,507.13,3623.0
2015,Dharmapuri,33.35,149.43,4481.0
2015,Dindigul,14.99,71.95,4800.0
2015,Erode,34.34,146.57,4268.0
2015,Kancheepuram,97.74,415.3,4249.0
2015,Kanyakumari,12.96,55.79,4305.0
2015,Karur,13.28,52.89,3983.0
2015,Krishnagiri,22.81,102.31,4485.0
2015,Madurai,55.98,203.67,3638.0
2015,Nagapattinam,163.79,338.26,2065.0
2015,Namakkal,11.98,60.39,5041.0
2015,Perambular,14.09,64.21,4557.0
2015,Pudukkottai,73.63,258.98,3517.0
2015,Ramananthapuram,116.58,303.46,2603.0
2015,Salem,24.71,122.54,4959.0
2015,Sivagangai,67.21,189.48,2819.0
2015,Thanjavur,177.43,637.0,3590.0
2015,The Nilgiris,0.32,1.42,4438.0
2015,Theni,14.63,79.37,5425.0
2015,Thirunelveli,98.51,488.45,4958.0
2015,Thiruvallur,101.4,333.2,3286.0
2015,Thiruvarur,194.74,666.96,3425.0
2015,Thoothukudi,18.56,74.56,4017.0
2015,Tiruchirappalli,58.57,244.21,4170.0
2015,Tiruppur,10.65,48.17,4523.0
2015,Tiruvannamalai,138.88,550.74,3966.0
2015,Vellore,51.77,202.22,3906.0
2015,Villupuram,182.3,773.31,4242.0
2015,Virudhunagar,28.61,100.61,3517.0
2016,Ariyalur,24.41,121.18,4964.0
2016,Coimbatore,0.87,3.52,4034.0
2016,Cuddalore,131.91,459.91,3487.0
2016,Dharmapuri,33.35,149.43,4481.0
2016,Dindigul,14.99,71.95,4800.0
2016,Erode,34.4,146.47,4258.0
2016,Kancheepuram,72.62,288.04,3967.0
2016,Kanyakumari,12.16,48.67,4004.0
2016,Karur,13.28,52.89,3983.0
2016,Krishnagiri,15.99,69.58,4352.0
2016,Madurai,55.98,203.67,3638.0
2016,Nagapattinam,166.31,338.26,2034.0
2016,Namakkal,11.98,60.39,5041.0
2016,Perambular,3.32,9.44,2844.0
2016,Pudukkottai,69.14,258.98,3746.0
2016,Ramananthapuram,121.85,303.46,2490.0
2016,Salem,18.68,94.74,5072.0
2016,Sivagangai,65.21,42.86,657.0
2016,Thanjavur,177.43,637.0,3590.0
2016,The Nilgiris,0.24,1.04,4292.0
2016,Theni,6.21,37.44,6029.0
2016,Thirunelveli,29.88,105.19,3520.0
2016,Thiruvallur,96.97,297.13,3064.0
2016,Thiruvarur,186.96,332.91,1781.0
2016,Thoothukudi,18.56,74.56,4017.0
2016,Tiruchirappalli,58.57,244.21,4170.0
2016,Tiruppur,1.7,6.42,3771.0
2016,Tiruvannamalai,138.88,550.74,3966.0
2016,Vellore,44.57,187.01,4196.0
2016,Villupuram,182.3,773.31,4242.0
2016,Virudhunagar,28.61,100.61,3517.0
2017,Ariyalur,22.66,99.22,4378.0
2017,Coimbatore,0.68,2.33,3421.0
2017,Cuddalore,131.22,564.54,4302.0
2017,Dharmapuri,22.23,107.21,4822.0
2017,Dindigul,8.8,49.46,5619.0
2017,Erode,10.77,54.46,5057.0
2017,Kancheepuram,90.61,394.58,4354.0
2017,Kanyakumari,9.63,33.03,3431.0
2017,Karur,11.19,42.36,3784.0
2017,Krishnagiri,24.89,118.04,4743.0
2017,Madurai,20.93,84.58,4041.0
2017,Nagapattinam,163.89,447.45,2730.0
2017,Namakkal,7.31,40.44,5532.0
2017,Perambular,9.23,45.02,4876.0
2017,Pudukkottai,85.68,171.65,2003.0
2017,Ramananthapuram,126.64,303.46,2396.0
2017,Salem,18.68,94.74,5071.0
2017,Sivagangai,72.15,64.52,894.0
2017,Thanjavur,170.7,668.51,3916.0
2017,The Nilgiris,0.24,0.92,3854.0
2017,Theni,7.06,37.26,5281.0
2017,Thirunelveli,63.31,294.21,4647.0
2017,Thiruvallur,102.61,412.85,4024.0
2017,Thiruvarur,181.0,699.92,3867.0
2017,Thoothukudi,13.69,60.95,4453.0
2017,Tiruchirappalli,46.62,238.33,5112.0
2017,Tiruppur,7.62,42.75,5613.0
2017,Tiruvannamalai,161.71,704.25,4355.0
2017,Vellore,54.94,255.17,4645.0
2017,Villupuram,163.63,703.29,4298.0
2017,Virudhunagar,18.54,70.47,3800.0
